task_id,mu,sigma
wildchat_135589,0.0,0.6402602334486988
wildchat_126886,0.018565617757676064,1.10755410567412
wildchat_23686,-1.0247115096304529,1.2739996757239123
wildchat_55481,1.4804365126110233,1.7238239163947933
wildchat_78596,-0.3576775245927223,0.9318873225199082
wildchat_230080,-1.2145771016575955,0.8538469430952524
wildchat_59098,1.5478904484985576,0.7830004730987626
wildchat_332276,0.4224480334289361,0.9391764359674527
wildchat_117475,0.830338054199353,1.273586152429962
wildchat_421664,-1.5236191629189644,1.2342854422737015
